phrase,phrase ids,sentiment values,overall sentiment,sentiment_value,sentence_index,splitset_label
The fact that the ` best part ' of the movie comes from a 60-second homage to one of Demme 's good films does n't bode well for the rest of it .,188122,0.20833,negative,1,10315,1
"The faithful will enjoy this sometimes wry adaptation of V.S. Naipaul 's novel , but newcomers may find themselves stifling a yawn or two during the first hour .",226247,0.48611,neutral,2,3352,1
"The farcical elements seemed too pat and familiar to hold my interest , yet its diverting grim message is a good one .",109761,0.51389,neutral,2,4522,1
"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react .",47029,0.70833,positive,3,1928,1
The feature-length stretch ... strains the show 's concept .,188126,0.22222,negative,1,10924,1
The fetid underbelly of fame has never looked uglier .,149362,0.22222,negative,1,7207,1
"The film 's appeal has a lot to do with the casting of Juliette Binoche as Sand , who brings to the role her pale , dark beauty and characteristic warmth .",109763,0.63889,positive,3,4485,1
"The film 's best trick is the way that it treats conspiracy as a kind of political Blair Witch , a monstrous murk that haunts us precisely because it can never be seen .",109765,0.41667,neutral,2,5416,1
The film 's constant mood of melancholy and its unhurried narrative are masterfully controlled .,226249,0.81944,very positive,4,2931,1
"The film 's darker moments become smoothed over by an overwhelming need to tender inspirational tidings , especially in the last few cloying moments .",188131,0.47222,neutral,2,9713,1
The film 's desire to be liked sometimes undermines the possibility for an exploration of the thornier aspects of the nature\/nurture argument in regards to homosexuality .,109767,0.33333,negative,1,5317,1
"The film 's final hour , where nearly all the previous unseen material resides , is unconvincing soap opera that Tornatore was right to cut .",188136,0.27778,negative,1,10850,1
"The film 's gamble to occasionally break up the live-action scenes with animated sequences pays off , as does its sensitive handling of some delicate subject matter .",109769,0.625,positive,3,4506,1
The film 's heady yet far from impenetrable theory suggests that Russians take comfort in their closed-off nationalist reality .,109771,0.55556,neutral,2,4526,1
The film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence .,188141,0.20833,negative,1,10759,1
"The film 's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations .",69516,0.76389,positive,3,4111,1
The film 's images give a backbone to the company and provide an emotional edge to its ultimate demise .,109773,0.70833,positive,3,5038,1
The film 's intimate camera work and searing performances pull us deep into the girls ' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that 's opened between them .,47036,0.83333,very positive,4,2191,1
"The film 's lack of personality permeates all its aspects -- from the TV movie-esque , affected child acting to the dullest Irish pub scenes ever filmed .",226256,0.16667,very negative,0,6532,1
The film 's maudlin focus on the young woman 's infirmity and her naive dreams play like the worst kind of Hollywood heart-string plucking .,188144,0.20833,negative,1,9455,1
"The film 's messages of tolerance and diversity are n't particularly original , but one ca n't help but be drawn in by the sympathetic characters .",69523,0.63889,positive,3,2716,1
The film 's most improbable feat ?,226257,0.30556,negative,1,10691,1
The film 's needlessly opaque intro takes its doe-eyed Crudup out of pre-9 \/ 11 New York and onto a cross-country road trip of the Homeric kind .,226258,0.31944,negative,1,10814,1
The film 's only missteps come from the script 's insistence on providing deep emotional motivation for each and every one of Abagnale 's antics .,69525,0.48611,neutral,2,3725,1
The film 's overall mood and focus is interesting but constantly unfulfilling .,109775,0.56944,neutral,2,6475,1
"The film 's plot may be shallow , but you 've never seen the deep like you see it in these harrowing surf shots .",69531,0.61111,positive,3,4242,1
"The film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting .",47043,0.79167,positive,3,1996,1
The film 's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film 's production design .,188149,0.51389,neutral,2,9518,1
"The film 's strength is n't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears .",47049,0.72222,positive,3,1802,1
The film 's thoroughly recycled plot and tiresome jokes ... drag the movie down .,188154,0.20833,negative,1,9184,1
"The film 's trailer also looked like crap , so crap is what I was expecting .",188156,0,very negative,0,11189,1
The film 's unhurried pace is actually one of its strengths .,226259,0.66667,positive,3,3677,1
"The film , despite the gratuitous cinematic distractions impressed upon it , is still good fun .",69535,0.66667,positive,3,4316,1
"The film , like Jimmy 's routines , could use a few good laughs .",188159,0.36111,negative,1,11457,1
"The film , while not exactly assured in its execution , is notable for its sheer audacity and openness .",69538,0.69444,positive,3,3867,1
The film ... presents classic moral-condundrum drama : What would you have done to survive ?,226261,0.61111,positive,3,11329,1
"The film affords us intriguing glimpses of the insights gleaned from a lifetime of spiritual inquiry , but Ram Dass : Fierce Grace does n't organize it with any particular insight .",149389,0.43056,neutral,2,6945,1
"The film aims to be funny , uplifting and moving , sometimes all at once .",226262,0.69444,positive,3,1725,1
"The film becomes an overwhelming pleasure , and you find yourself rooting for Gai 's character to avoid the fate that has befallen every other Carmen before her .",109781,0.68056,positive,3,4783,1
"The film boasts at least a few good ideas and features some decent performances , but the result is disappointing .",188165,0.63889,positive,3,10972,1
"The film boasts dry humor and jarring shocks , plus moments of breathtaking mystery .",109782,0.84722,very positive,4,5388,1
"The film brilliantly shines on all the characters , as the direction is intelligently accomplished .",47052,0.91667,very positive,4,1727,1
The film can depress you about life itself .,109783,0.22222,negative,1,5936,1
"The film delivers what it promises : A look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans .",226263,0.79167,positive,3,11552,1
The film desperately sinks further and further into comedy futility .,188168,0.18056,very negative,0,10337,1
The film did n't convince me that Calvin Jr. 's Barbershop represents some sort of beacon of hope in the middle of Chicago 's South Side .,226264,0.27778,negative,1,10652,1
"The film did n't move me one way or the other , but it was an honest effort and if you want to see a flick about telemarketers this one will due .",188174,0.54167,neutral,2,11491,1
"The film does a solid job of slowly , steadily building up to the climactic burst of violence .",69539,0.80556,very positive,4,3829,1
The film does give a pretty good overall picture of the situation in Laramie following the murder of Matthew Shepard .,109784,0.70833,positive,3,4555,1
"The film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made Spy Kids a surprising winner with both adults and younger audiences .",149396,0.18056,very negative,0,6861,1
"The film does n't really care about the thousands of Americans who die hideously , it cares about how Ryan meets his future wife and makes his start at the CIA .",188176,0.20833,negative,1,10342,1
The film does n't show enough of the creative process or even of what was created for the non-fan to figure out what makes Wilco a big deal .,188177,0.26389,negative,1,10391,1
The film exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken .,47053,0.625,positive,3,1819,1
"The film falls short on tension , eloquence , spiritual challenge -- things that have made the original New Testament stories so compelling for 20 centuries .",188178,0.25,negative,1,11148,1
"The film fearlessly gets under the skin of the people involved ... This makes it not only a detailed historical document , but an engaging and moving portrait of a subculture .",109789,0.77778,positive,3,4798,1
