,phrase,phrase ids,sentiment values,overall sentiment,sentiment_value,sentence_index,splitset_label
13141,"Presents one side of contemporary Chinese life that many outsiders were surprised to know that there is, and does so with an art that also smells of revelation.",108472,0.76389,positive,3,4832,1
13142,"Presents nothing special and, until the final act, nothing overtly unpleasant.",186766,0.33333,negative,1,10841,1
13143,Press the delete key.,186769,0.097222,very negative,0,11132,1
13144,"It acts as if 's a werewolf itself, avoiding eye contact and walking slowly.",225508,0.33333,negative,1,9653,1
13145,Pretending that the results of the SAT are below 120 and may be given no notice of defects.,186780,0.20833,negative,1,10905,1
13146,Pretty little good movie.,68263,0.69444,positive,3,2706,1
13147,"Pretty Much it Sucks, but has a funny moment or two.",186781,0.27778,negative,1,10124,1
13148,"Priggish parable, lethargically rate of renewal.",186783,0.16667,very negative,0,9578,1
13149,Probably the best case for Christianity from Chesterton and Lewis.,46557,0.66667,positive,3,1866,1
13150,Probes in a way lighthearted romantic problems of individuals for whom the desire for passion spells discontent.,68269,0.70833,positive,3,4435,1
13151,The problem is we have no idea of ​​what is happening creation.,186788,0.29167,negative,1,10590,1
13152,Producer John Penotti surveyed high school students ... and returned with startling revelation that `` wanted to see something they do not speak to them. '',225515,0.625,positive,3,6726,1
13153,Promises is a compelling piece that shows how well children can be trained to live and continue the anguish of their parents.,108481,0.72222,positive,3,5549,1
13154,Promises is a film that is truly worthy of his nomination to the Oscar.,68272,0.94444,very positive,4,3873,1
13155,Proof of this is Ballistic: Ecks vs. Sever.,225516,0.51389,neutral,2,10396,1
13156,"Proves once again that if the filmmakers just follow the books, you can not go wrong.",68274,0.80556,very positive,4,3977,1
13157,"Is a beautiful while, unfortunately, is a little too in love with his own tenderness.",186800,0.23611,negative,1,11397,1
13158,"Servicable drama demonstrates the Second World War can not be completely conceal their artifice, but the least call attention to a problem too long ignored Hollywood.",108484,0.65278,positive,3,5439,1
13159,Primarily shows that South Korean filmmakers can make films undemanding action with all the alacrity of their counterparts in Hollywood.,46559,0.54167,neutral,2,1860,1
13160,It proves that some formulas of the film is not necessary to play with - to the film like big mistake.,68281,0.47222,neutral,2,3982,1
13161,"Provides a porthole in that noble, trembling incoherence that defines all.",108487,0.58333,neutral,2,5682,1
13162,It provides a satisfactory view of the strange world of extreme athletes as several daredevils express their own views.,68282,0.70833,positive,3,3917,1
13163,Provides a note to the foot moving and revealing the Holocaust.,68284,0.81944,very positive,4,3819,1
13164,"It provides the kind of `risoterapia 'I need comedy film - eccentric humor, funny characters, and a happy ending.",68286,0.88889,very positive,4,2888,1
13165,Psychologically revealing.,225524,0.625,positive,3,11655,1
13166,Psychologically intelligent.,225526,0.76389,positive,3,11640,1
13167,props pumpkin with a `` value '' pinned to the lapel of his storekeeper while a mile wide yellow stripe decorates her back.,225530,0.54167,neutral,2,9024,1
13168,affirmational parable punitive.,225537,0.56944,neutral,2,11754,1
13169,"Puportedly `` Based on true events, '' a convolution of a language which suggests that it 's impossible to say that is `` Based on a true story' 'with a straight face.",225538,0.30556,negative,1,7708,1
13170,"Film pure intoxication a wildly inventive mix of comedy and melodrama, taste and elegance fainting.",68294,0.75,positive,3,2588,1
13171,"Pure intent and passably divert his secret life is light, safe and uncomplicated.",108507,0.40278,neutral,2,6679,1
13172,"It intended as a satire of Hollywood, but ends up as the kind of film that should be the goal of something deeper and more attractive.",225541,0.33333,negative,1,11459,1
13173,A shocking purpose in his blood shed eroticized if involuntarily deaf in their lack of poetic Frissons.,186819,0.16667,very negative,0,10133,1
13174,"Put it somewhere between Sling Blade and Southern Heaven, West of Hell in the pantheon body of work Billy Bob 's.",186824,0.44444,neutral,2,11514,1
13175,Puts a refreshingly comic spin on the series all-too-familiar contemporary single woman.,68298,0.72222,positive,3,3362,1
13176,air is given a Hal Hartley film Wannabe - without the vital ingredient of hilarious comic writer-director himself.,108509,0.33333,negative,1,5912,1
13177,Puts an end to any idea that the German film industry can not make a delicious comedy centered on food.,225546,0.83333,very positive,4,4997,1
13178,Put the murderer in a primitive space station tech unleashes Pandora's box 's special effects ranging from cheesy cheesier to cheesiest.,108514,0.36111,negative,1,5857,1
13179,"Quaid is totally fearless as the tormented husband live a lie painful, and Moore wonderfully underplays the suffering heroine somewhere with an imperturbable '50s dignity between Jane Wyman and June Cleaver.",225552,0.79167,positive,3,4557,1
13180,Qualities that were once fun are becoming irritating.,186828,0.26389,negative,1,9502,1
13181,"Queen of the Damned as expected, makes use of Aaliyah unfortunate in his only starring role - which recently here, but about things that burst into flames.",148220,0.29167,negative,1,6795,1
13182,"Queen of the Damned is too long, with too little to do.",186830,0.22222,negative,1,11492,1
13183,Quelle surprise!,225555,0.56944,neutral,2,9795,1
13184,"Quiet, adults and almost more impressive than any contemporary movie this year ... a real studio, a movie with a questioning heart and mind that is not afraid to admit that you do not have all the answers.",108524,0.69444,positive,3,4724,1
13185,In attractive silence.,225557,0.76389,positive,3,11718,1
13186,"Frankly, I can not see why any actor of talent would work in a production McCulloch again if the way this film was examined.",108528,0.16667,very negative,0,6593,1
13187,"In short, a joy to see and - above all - to listen.",68310,0.91667,very positive,4,3735,1
13188,"Quitting smoking, however, they manage to be just depressing, like mobile main actor of his autobiographical performance.",225559,0.23611,negative,1,7093,1
13189,"Quitting smoking has a sucker-punch, and its impact is even greater beause last movie director Zhang 's, the tender shower, was a piece of multiple non-threatening characters centered around a public bathhouse.",46576,0.55556,neutral,2,2209,1
13190,Penetrating stop domestic drama deals with peaks of sly humor.,68312,0.76389,positive,3,3394,1
13191,"Qutting may be a flawed film, but it's nothing if not sincere.",68318,0.51389,neutral,2,3576,1
13192,Probably stolen generation will make you angry.,46579,0.40278,neutral,2,1992,1
13193,Raimi and his team could not have done better to bring the story of Spider-Man to the big screen.,46588,0.88889,very positive,4,2035,1
13194,Raimi created a complicated hero who is a relief offers two common dimensions.,108539,0.86111,very positive,4,4609,1
13195,"Ram Dass Fierce Grace molds itself as an example for up-and-coming documentary, the difficulties of such an effort is overlooked.",186846,0.52778,neutral,2,9171,1
13196,Ramsay and Morton fill this study character with poetic force and the buoyant feeling.,108551,0.73611,positive,3,5258,1
13197,"Ramsay is clearly an extraordinary talent, and based on three short films and two features are here betting their third characteristic is something to behold.",68335,0.81944,very positive,4,2589,1
13198,"Ramsay achieved mainly with typical mixture of disturbing atmospheres, delivering a series of sequences abrasive, stylized burn themselves into the memory of the viewer 's.",68336,0.72222,positive,3,3148,1
13199,Its range is hilarious laugh laughter from the miraculous - time-that-be tedious.,225570,0.55556,neutral,2,4505,1
13200,"Rarely, a film is more than a movie.",225571,0.75,positive,3,2206,1
13201,"Rarely, in fact almost never is such brainpower high voltage performance with perfect pitch and an exquisite sense of cinema falsifiable.",68337,0.88889,very positive,4,4034,1
13202,It is rare for a film so unfunny and devoid of merit like this come along.,186851,0.19444,very negative,0,9672,1
13203,Rarely does so high profile talent serve as reading and writing material.,68338,0.69444,positive,3,3099,1
13204,Rarely has a film 's title served as a direct warning.,186852,0.19444,very negative,0,10644,1
13205,Rarely has sex on the screen has been so aggressively anti-erotic.,186853,0.18056,very negative,0,10807,1
13206,"Has rarely been seen as beautiful, desirable skin, although delicious, as it does in Trouble Every Day.",108555,0.75,positive,3,5167,1
13207,I have rarely seen so ready to defend the fallibility of the human heart film.,68339,0.83333,very positive,4,4325,1
13208,Rashomon tale ends test strips.,225573,0.18056,very negative,0,11846,1
13209,"Rather, anyone who sees this mishmash it.",225574,0.083333,very negative,0,11347,1
13210,"Ratliff 's two previous titles, plutonium and County Purgatory Circus show his penchant for irony, configurations contentious, and this film is part of that delicate canon.",68350,0.63889,positive,3,2612,1
13211,"Read my lips it is to be seen and appreciated by his extraordinary intelligence and originality, as well as his lyrical variations in the game of love.",108560,0.86111,very positive,4,4801,1
